view_date,mode,ABEV3.SA_target,ABEV3.SA_exec,BBAS3.SA_target,BBAS3.SA_exec,BBDC4.SA_target,BBDC4.SA_exec,ITUB4.SA_target,ITUB4.SA_exec,VALE3.SA_target,VALE3.SA_exec,rebalance_flag,gross_target,gross_exec
2025-02-14,weekly,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0,1.0,1.0
2025-02-17,weekly,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1,1.0,1.0
2025-02-18,weekly,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0,1.0,1.0
2025-02-19,weekly,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0,1.0,1.0
2025-02-20,weekly,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0,1.0,1.0
2025-02-21,weekly,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0,1.0,1.0
2025-02-24,weekly,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1,1.0,1.0
2025-02-25,weekly,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0,1.0,1.0
2025-02-26,weekly,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0,1.0,1.0
2025-02-27,weekly,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0,1.0,1.0
2025-02-28,weekly,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0,1.0,1.0
2025-03-05,weekly,0.30000000000000004,0.2,0.35,0.2,0.0,0.2,0.0,0.2,0.35,0.2,1,1.0,1.0
2025-03-06,weekly,0.30000000000000004,0.30000000000000004,0.35,0.35,0.0,0.0,0.0,0.0,0.35,0.35,0,1.0,1.0
2025-03-07,weekly,0.30000000000000004,0.30000000000000004,0.35,0.35,0.0,0.0,0.0,0.0,0.35,0.35,0,1.0,1.0
2025-03-10,weekly,0.1974028055264939,0.30000000000000004,0.3197353203388457,0.35,0.0,0.0,0.32515628998672386,0.0,0.15770558414793664,0.35,1,1.0,1.0
2025-03-11,weekly,0.1974028055264939,0.1974028055264939,0.3197353203388457,0.3197353203388457,0.0,0.0,0.32515628998672386,0.32515628998672386,0.15770558414793664,0.15770558414793664,0,1.0,1.0
2025-03-12,weekly,0.1974028055264939,0.1974028055264939,0.3197353203388457,0.3197353203388457,0.0,0.0,0.32515628998672386,0.32515628998672386,0.15770558414793664,0.15770558414793664,0,1.0,1.0
2025-03-13,weekly,0.1974028055264939,0.1974028055264939,0.3197353203388457,0.3197353203388457,0.0,0.0,0.32515628998672386,0.32515628998672386,0.15770558414793664,0.15770558414793664,0,1.0,1.0
2025-03-14,weekly,0.1974028055264939,0.1974028055264939,0.3197353203388457,0.3197353203388457,0.0,0.0,0.32515628998672386,0.32515628998672386,0.15770558414793664,0.15770558414793664,0,1.0,1.0
2025-03-17,weekly,0.35,0.1974028055264939,0.30000000000000004,0.3197353203388457,0.0,0.0,0.35,0.32515628998672386,0.0,0.15770558414793664,1,1.0,1.0
2025-03-18,weekly,0.35,0.35,0.30000000000000004,0.30000000000000004,0.0,0.0,0.35,0.35,0.0,0.0,0,1.0,1.0
2025-03-19,weekly,0.35,0.35,0.30000000000000004,0.30000000000000004,0.0,0.0,0.35,0.35,0.0,0.0,0,1.0,1.0
2025-03-20,weekly,0.35,0.35,0.30000000000000004,0.30000000000000004,0.0,0.0,0.35,0.35,0.0,0.0,0,1.0,1.0
2025-03-21,weekly,0.35,0.35,0.30000000000000004,0.30000000000000004,0.0,0.0,0.35,0.35,0.0,0.0,0,1.0,1.0
2025-03-24,weekly,0.35,0.35,0.30000000000000004,0.30000000000000004,0.0,0.0,0.35,0.35,0.0,0.0,1,1.0,1.0
2025-03-25,weekly,0.35,0.35,0.30000000000000004,0.30000000000000004,0.0,0.0,0.35,0.35,0.0,0.0,0,1.0,1.0
2025-03-26,weekly,0.35,0.35,0.30000000000000004,0.30000000000000004,0.0,0.0,0.35,0.35,0.0,0.0,0,1.0,1.0
2025-03-27,weekly,0.35,0.35,0.30000000000000004,0.30000000000000004,0.0,0.0,0.35,0.35,0.0,0.0,0,1.0,1.0
2025-03-28,weekly,0.35,0.35,0.30000000000000004,0.30000000000000004,0.0,0.0,0.35,0.35,0.0,0.0,0,1.0,1.0
2025-03-31,weekly,0.35,0.35,0.30000000000000004,0.30000000000000004,0.0,0.0,0.35,0.35,0.0,0.0,1,1.0,1.0
2025-04-01,weekly,0.35,0.35,0.30000000000000004,0.30000000000000004,0.0,0.0,0.35,0.35,0.0,0.0,0,1.0,1.0
2025-04-02,weekly,0.35,0.35,0.30000000000000004,0.30000000000000004,0.0,0.0,0.35,0.35,0.0,0.0,0,1.0,1.0
2025-04-03,weekly,0.35,0.35,0.30000000000000004,0.30000000000000004,0.0,0.0,0.35,0.35,0.0,0.0,0,1.0,1.0
2025-04-04,weekly,0.35,0.35,0.30000000000000004,0.30000000000000004,0.0,0.0,0.35,0.35,0.0,0.0,0,1.0,1.0
2025-04-07,weekly,0.3395650766537187,0.35,0.3104349233462813,0.30000000000000004,0.0,0.0,0.35,0.35,0.0,0.0,1,1.0,1.0
2025-04-08,weekly,0.3395650766537187,0.3395650766537187,0.3104349233462813,0.3104349233462813,0.0,0.0,0.35,0.35,0.0,0.0,0,1.0,1.0
2025-04-09,weekly,0.3395650766537187,0.3395650766537187,0.3104349233462813,0.3104349233462813,0.0,0.0,0.35,0.35,0.0,0.0,0,1.0,1.0
2025-04-10,weekly,0.3395650766537187,0.3395650766537187,0.3104349233462813,0.3104349233462813,0.0,0.0,0.35,0.35,0.0,0.0,0,1.0,1.0
2025-04-11,weekly,0.3395650766537187,0.3395650766537187,0.3104349233462813,0.3104349233462813,0.0,0.0,0.35,0.35,0.0,0.0,0,1.0,1.0
2025-04-14,weekly,0.3293189946587498,0.3395650766537187,0.3206810053412502,0.3104349233462813,0.0,0.0,0.35,0.35,0.0,0.0,1,1.0,1.0
2025-04-15,weekly,0.3293189946587498,0.3293189946587498,0.3206810053412502,0.3206810053412502,0.0,0.0,0.35,0.35,0.0,0.0,0,1.0,1.0
2025-04-16,weekly,0.3293189946587498,0.3293189946587498,0.3206810053412502,0.3206810053412502,0.0,0.0,0.35,0.35,0.0,0.0,0,1.0,1.0
2025-04-17,weekly,0.3293189946587498,0.3293189946587498,0.3206810053412502,0.3206810053412502,0.0,0.0,0.35,0.35,0.0,0.0,0,1.0,1.0
2025-04-22,weekly,0.35,0.3293189946587498,0.30000000000000004,0.3206810053412502,0.0,0.0,0.35,0.35,0.0,0.0,1,1.0,1.0
2025-04-23,weekly,0.35,0.35,0.30000000000000004,0.30000000000000004,0.0,0.0,0.35,0.35,0.0,0.0,0,1.0,1.0
2025-04-24,weekly,0.35,0.35,0.30000000000000004,0.30000000000000004,0.0,0.0,0.35,0.35,0.0,0.0,0,1.0,1.0
2025-04-25,weekly,0.35,0.35,0.30000000000000004,0.30000000000000004,0.0,0.0,0.35,0.35,0.0,0.0,0,1.0,1.0
2025-04-28,weekly,0.35,0.35,0.0,0.30000000000000004,0.30000000000000004,0.0,0.35,0.35,0.0,0.0,1,1.0,1.0
2025-04-29,weekly,0.35,0.35,0.0,0.0,0.30000000000000004,0.30000000000000004,0.35,0.35,0.0,0.0,0,1.0,1.0
2025-04-30,weekly,0.35,0.35,0.0,0.0,0.30000000000000004,0.30000000000000004,0.35,0.35,0.0,0.0,0,1.0,1.0
2025-05-02,weekly,0.35,0.35,0.0,0.0,0.30000000000000004,0.30000000000000004,0.35,0.35,0.0,0.0,0,1.0,1.0
2025-05-05,weekly,0.35,0.35,0.0,0.0,0.35,0.30000000000000004,0.30000000000000004,0.35,0.0,0.0,1,1.0,1.0
2025-05-06,weekly,0.35,0.35,0.0,0.0,0.35,0.35,0.30000000000000004,0.30000000000000004,0.0,0.0,0,1.0,1.0
2025-05-07,weekly,0.35,0.35,0.0,0.0,0.35,0.35,0.30000000000000004,0.30000000000000004,0.0,0.0,0,1.0,1.0
2025-05-08,weekly,0.35,0.35,0.0,0.0,0.35,0.35,0.30000000000000004,0.30000000000000004,0.0,0.0,0,1.0,1.0
2025-05-09,weekly,0.35,0.35,0.0,0.0,0.35,0.35,0.30000000000000004,0.30000000000000004,0.0,0.0,0,1.0,1.0
2025-05-12,weekly,0.35,0.35,0.0,0.0,0.35,0.35,0.30000000000000004,0.30000000000000004,0.0,0.0,1,1.0,1.0
2025-05-13,weekly,0.35,0.35,0.0,0.0,0.35,0.35,0.30000000000000004,0.30000000000000004,0.0,0.0,0,1.0,1.0
2025-05-14,weekly,0.35,0.35,0.0,0.0,0.35,0.35,0.30000000000000004,0.30000000000000004,0.0,0.0,0,1.0,1.0
2025-05-15,weekly,0.35,0.35,0.0,0.0,0.35,0.35,0.30000000000000004,0.30000000000000004,0.0,0.0,0,1.0,1.0
2025-05-16,weekly,0.35,0.35,0.0,0.0,0.35,0.35,0.30000000000000004,0.30000000000000004,0.0,0.0,0,1.0,1.0
2025-05-19,weekly,0.35,0.35,0.0,0.0,0.35,0.35,0.30000000000000004,0.30000000000000004,0.0,0.0,1,1.0,1.0
2025-05-20,weekly,0.35,0.35,0.0,0.0,0.35,0.35,0.30000000000000004,0.30000000000000004,0.0,0.0,0,1.0,1.0
2025-05-21,weekly,0.35,0.35,0.0,0.0,0.35,0.35,0.30000000000000004,0.30000000000000004,0.0,0.0,0,1.0,1.0
2025-05-22,weekly,0.35,0.35,0.0,0.0,0.35,0.35,0.30000000000000004,0.30000000000000004,0.0,0.0,0,1.0,1.0
2025-05-23,weekly,0.35,0.35,0.0,0.0,0.35,0.35,0.30000000000000004,0.30000000000000004,0.0,0.0,0,1.0,1.0
2025-05-26,weekly,0.35,0.35,0.10000000000000002,0.0,0.35,0.35,0.10000000000000002,0.30000000000000004,0.10000000000000002,0.0,1,1.0,1.0
2025-05-27,weekly,0.35,0.35,0.10000000000000002,0.10000000000000002,0.35,0.35,0.10000000000000002,0.10000000000000002,0.10000000000000002,0.10000000000000002,0,1.0,1.0
2025-05-28,weekly,0.35,0.35,0.10000000000000002,0.10000000000000002,0.35,0.35,0.10000000000000002,0.10000000000000002,0.10000000000000002,0.10000000000000002,0,1.0,1.0
2025-05-29,weekly,0.35,0.35,0.10000000000000002,0.10000000000000002,0.35,0.35,0.10000000000000002,0.10000000000000002,0.10000000000000002,0.10000000000000002,0,1.0,1.0
2025-05-30,weekly,0.35,0.35,0.10000000000000002,0.10000000000000002,0.35,0.35,0.10000000000000002,0.10000000000000002,0.10000000000000002,0.10000000000000002,0,1.0,1.0
2025-06-02,weekly,0.35,0.35,0.30000000000000004,0.10000000000000002,0.0,0.35,0.0,0.10000000000000002,0.35,0.10000000000000002,1,1.0,1.0
2025-06-03,weekly,0.35,0.35,0.30000000000000004,0.30000000000000004,0.0,0.0,0.0,0.0,0.35,0.35,0,1.0,1.0
2025-06-04,weekly,0.35,0.35,0.30000000000000004,0.30000000000000004,0.0,0.0,0.0,0.0,0.35,0.35,0,1.0,1.0
2025-06-05,weekly,0.35,0.35,0.30000000000000004,0.30000000000000004,0.0,0.0,0.0,0.0,0.35,0.35,0,1.0,1.0
2025-06-06,weekly,0.35,0.35,0.30000000000000004,0.30000000000000004,0.0,0.0,0.0,0.0,0.35,0.35,0,1.0,1.0
2025-06-09,weekly,0.35,0.35,0.30000000000000004,0.30000000000000004,0.0,0.0,0.0,0.0,0.35,0.35,1,1.0,1.0
2025-06-10,weekly,0.35,0.35,0.30000000000000004,0.30000000000000004,0.0,0.0,0.0,0.0,0.35,0.35,0,1.0,1.0
2025-06-11,weekly,0.35,0.35,0.30000000000000004,0.30000000000000004,0.0,0.0,0.0,0.0,0.35,0.35,0,1.0,1.0
2025-06-12,weekly,0.35,0.35,0.30000000000000004,0.30000000000000004,0.0,0.0,0.0,0.0,0.35,0.35,0,1.0,1.0
2025-06-13,weekly,0.35,0.35,0.30000000000000004,0.30000000000000004,0.0,0.0,0.0,0.0,0.35,0.35,0,1.0,1.0
2025-06-16,weekly,0.35,0.35,0.30000000000000004,0.30000000000000004,0.0,0.0,0.0,0.0,0.35,0.35,1,1.0,1.0
2025-06-17,weekly,0.35,0.35,0.30000000000000004,0.30000000000000004,0.0,0.0,0.0,0.0,0.35,0.35,0,1.0,1.0
2025-06-18,weekly,0.35,0.35,0.30000000000000004,0.30000000000000004,0.0,0.0,0.0,0.0,0.35,0.35,0,1.0,1.0
2025-06-20,weekly,0.35,0.35,0.30000000000000004,0.30000000000000004,0.0,0.0,0.0,0.0,0.35,0.35,0,1.0,1.0
2025-06-23,weekly,0.35,0.35,0.35,0.30000000000000004,0.30000000000000004,0.0,0.0,0.0,0.0,0.35,1,1.0,1.0
2025-06-24,weekly,0.35,0.35,0.35,0.35,0.30000000000000004,0.30000000000000004,0.0,0.0,0.0,0.0,0,1.0,1.0
2025-06-25,weekly,0.35,0.35,0.35,0.35,0.30000000000000004,0.30000000000000004,0.0,0.0,0.0,0.0,0,1.0,1.0
2025-06-26,weekly,0.35,0.35,0.35,0.35,0.30000000000000004,0.30000000000000004,0.0,0.0,0.0,0.0,0,1.0,1.0
2025-06-27,weekly,0.35,0.35,0.35,0.35,0.30000000000000004,0.30000000000000004,0.0,0.0,0.0,0.0,0,1.0,1.0
2025-06-30,weekly,0.35000000000000003,0.35,0.35000000000000003,0.35,0.10000000000000003,0.30000000000000004,0.10000000000000003,0.0,0.10000000000000003,0.0,1,1.0000000000000002,1.0
2025-07-01,weekly,0.35000000000000003,0.35000000000000003,0.35000000000000003,0.35000000000000003,0.10000000000000003,0.10000000000000003,0.10000000000000003,0.10000000000000003,0.10000000000000003,0.10000000000000003,0,1.0000000000000002,1.0000000000000002
2025-07-02,weekly,0.35000000000000003,0.35000000000000003,0.35000000000000003,0.35000000000000003,0.10000000000000003,0.10000000000000003,0.10000000000000003,0.10000000000000003,0.10000000000000003,0.10000000000000003,0,1.0000000000000002,1.0000000000000002
2025-07-03,weekly,0.35000000000000003,0.35000000000000003,0.35000000000000003,0.35000000000000003,0.10000000000000003,0.10000000000000003,0.10000000000000003,0.10000000000000003,0.10000000000000003,0.10000000000000003,0,1.0000000000000002,1.0000000000000002
2025-07-04,weekly,0.35000000000000003,0.35000000000000003,0.35000000000000003,0.35000000000000003,0.10000000000000003,0.10000000000000003,0.10000000000000003,0.10000000000000003,0.10000000000000003,0.10000000000000003,0,1.0000000000000002,1.0000000000000002
2025-07-07,weekly,0.35000000000000003,0.35000000000000003,0.35000000000000003,0.35000000000000003,0.10000000000000003,0.10000000000000003,0.10000000000000003,0.10000000000000003,0.10000000000000003,0.10000000000000003,1,1.0000000000000002,1.0000000000000002
2025-07-08,weekly,0.35000000000000003,0.35000000000000003,0.35000000000000003,0.35000000000000003,0.10000000000000003,0.10000000000000003,0.10000000000000003,0.10000000000000003,0.10000000000000003,0.10000000000000003,0,1.0000000000000002,1.0000000000000002
2025-07-09,weekly,0.35000000000000003,0.35000000000000003,0.35000000000000003,0.35000000000000003,0.10000000000000003,0.10000000000000003,0.10000000000000003,0.10000000000000003,0.10000000000000003,0.10000000000000003,0,1.0000000000000002,1.0000000000000002
2025-07-10,weekly,0.35000000000000003,0.35000000000000003,0.35000000000000003,0.35000000000000003,0.10000000000000003,0.10000000000000003,0.10000000000000003,0.10000000000000003,0.10000000000000003,0.10000000000000003,0,1.0000000000000002,1.0000000000000002
2025-07-11,weekly,0.35000000000000003,0.35000000000000003,0.35000000000000003,0.35000000000000003,0.10000000000000003,0.10000000000000003,0.10000000000000003,0.10000000000000003,0.10000000000000003,0.10000000000000003,0,1.0000000000000002,1.0000000000000002
2025-07-14,weekly,0.35,0.35000000000000003,0.35,0.35000000000000003,0.0,0.10000000000000003,0.30000000000000004,0.10000000000000003,0.0,0.10000000000000003,1,1.0,1.0000000000000002
2025-07-15,weekly,0.35,0.35,0.35,0.35,0.0,0.0,0.30000000000000004,0.30000000000000004,0.0,0.0,0,1.0,1.0
2025-07-16,weekly,0.35,0.35,0.35,0.35,0.0,0.0,0.30000000000000004,0.30000000000000004,0.0,0.0,0,1.0,1.0
2025-07-17,weekly,0.35,0.35,0.35,0.35,0.0,0.0,0.30000000000000004,0.30000000000000004,0.0,0.0,0,1.0,1.0
2025-07-18,weekly,0.35,0.35,0.35,0.35,0.0,0.0,0.30000000000000004,0.30000000000000004,0.0,0.0,0,1.0,1.0
2025-07-21,weekly,0.35,0.35,0.30000000000000004,0.35,0.0,0.0,0.35,0.30000000000000004,0.0,0.0,1,1.0,1.0
2025-07-22,weekly,0.35,0.35,0.30000000000000004,0.30000000000000004,0.0,0.0,0.35,0.35,0.0,0.0,0,1.0,1.0
2025-07-23,weekly,0.35,0.35,0.30000000000000004,0.30000000000000004,0.0,0.0,0.35,0.35,0.0,0.0,0,1.0,1.0
2025-07-24,weekly,0.35,0.35,0.30000000000000004,0.30000000000000004,0.0,0.0,0.35,0.35,0.0,0.0,0,1.0,1.0
2025-07-25,weekly,0.35,0.35,0.30000000000000004,0.30000000000000004,0.0,0.0,0.35,0.35,0.0,0.0,0,1.0,1.0
2025-07-28,weekly,0.35,0.35,0.30000000000000004,0.30000000000000004,0.0,0.0,0.35,0.35,0.0,0.0,1,1.0,1.0
2025-07-29,weekly,0.35,0.35,0.30000000000000004,0.30000000000000004,0.0,0.0,0.35,0.35,0.0,0.0,0,1.0,1.0
2025-07-30,weekly,0.35,0.35,0.30000000000000004,0.30000000000000004,0.0,0.0,0.35,0.35,0.0,0.0,0,1.0,1.0
2025-07-31,weekly,0.35,0.35,0.30000000000000004,0.30000000000000004,0.0,0.0,0.35,0.35,0.0,0.0,0,1.0,1.0
2025-08-01,weekly,0.35,0.35,0.30000000000000004,0.30000000000000004,0.0,0.0,0.35,0.35,0.0,0.0,0,1.0,1.0
2025-08-04,weekly,0.35,0.35,0.30000000000000004,0.30000000000000004,0.0,0.0,0.35,0.35,0.0,0.0,1,1.0,1.0
2025-08-05,weekly,0.35,0.35,0.30000000000000004,0.30000000000000004,0.0,0.0,0.35,0.35,0.0,0.0,0,1.0,1.0
2025-08-06,weekly,0.35,0.35,0.30000000000000004,0.30000000000000004,0.0,0.0,0.35,0.35,0.0,0.0,0,1.0,1.0
2025-08-07,weekly,0.35,0.35,0.30000000000000004,0.30000000000000004,0.0,0.0,0.35,0.35,0.0,0.0,0,1.0,1.0
2025-08-08,weekly,0.35,0.35,0.30000000000000004,0.30000000000000004,0.0,0.0,0.35,0.35,0.0,0.0,0,1.0,1.0
2025-08-11,weekly,0.10000000000000002,0.35,0.10000000000000002,0.30000000000000004,0.35,0.0,0.10000000000000002,0.35,0.35,0.0,1,1.0,1.0
2025-08-12,weekly,0.10000000000000002,0.10000000000000002,0.10000000000000002,0.10000000000000002,0.35,0.35,0.10000000000000002,0.10000000000000002,0.35,0.35,0,1.0,1.0
2025-08-13,weekly,0.10000000000000002,0.10000000000000002,0.10000000000000002,0.10000000000000002,0.35,0.35,0.10000000000000002,0.10000000000000002,0.35,0.35,0,1.0,1.0
2025-08-14,weekly,0.10000000000000002,0.10000000000000002,0.10000000000000002,0.10000000000000002,0.35,0.35,0.10000000000000002,0.10000000000000002,0.35,0.35,0,1.0,1.0
2025-08-15,weekly,0.10000000000000002,0.10000000000000002,0.10000000000000002,0.10000000000000002,0.35,0.35,0.10000000000000002,0.10000000000000002,0.35,0.35,0,1.0,1.0
2025-08-18,weekly,0.10000000000000002,0.10000000000000002,0.10000000000000002,0.10000000000000002,0.35,0.35,0.10000000000000002,0.10000000000000002,0.35,0.35,1,1.0,1.0
2025-08-19,weekly,0.10000000000000002,0.10000000000000002,0.10000000000000002,0.10000000000000002,0.35,0.35,0.10000000000000002,0.10000000000000002,0.35,0.35,0,1.0,1.0
2025-08-20,weekly,0.10000000000000002,0.10000000000000002,0.10000000000000002,0.10000000000000002,0.35,0.35,0.10000000000000002,0.10000000000000002,0.35,0.35,0,1.0,1.0
2025-08-21,weekly,0.10000000000000002,0.10000000000000002,0.10000000000000002,0.10000000000000002,0.35,0.35,0.10000000000000002,0.10000000000000002,0.35,0.35,0,1.0,1.0
2025-08-22,weekly,0.10000000000000002,0.10000000000000002,0.10000000000000002,0.10000000000000002,0.35,0.35,0.10000000000000002,0.10000000000000002,0.35,0.35,0,1.0,1.0
2025-08-25,weekly,0.10000000000000002,0.10000000000000002,0.10000000000000002,0.10000000000000002,0.35,0.35,0.10000000000000002,0.10000000000000002,0.35,0.35,1,1.0,1.0
2025-08-26,weekly,0.10000000000000002,0.10000000000000002,0.10000000000000002,0.10000000000000002,0.35,0.35,0.10000000000000002,0.10000000000000002,0.35,0.35,0,1.0,1.0
2025-08-27,weekly,0.10000000000000002,0.10000000000000002,0.10000000000000002,0.10000000000000002,0.35,0.35,0.10000000000000002,0.10000000000000002,0.35,0.35,0,1.0,1.0
2025-08-28,weekly,0.10000000000000002,0.10000000000000002,0.10000000000000002,0.10000000000000002,0.35,0.35,0.10000000000000002,0.10000000000000002,0.35,0.35,0,1.0,1.0
2025-08-29,weekly,0.10000000000000002,0.10000000000000002,0.10000000000000002,0.10000000000000002,0.35,0.35,0.10000000000000002,0.10000000000000002,0.35,0.35,0,1.0,1.0
2025-09-01,weekly,0.10000000000000002,0.10000000000000002,0.10000000000000002,0.10000000000000002,0.35,0.35,0.10000000000000002,0.10000000000000002,0.35,0.35,1,1.0,1.0
2025-09-02,weekly,0.10000000000000002,0.10000000000000002,0.10000000000000002,0.10000000000000002,0.35,0.35,0.10000000000000002,0.10000000000000002,0.35,0.35,0,1.0,1.0
2025-09-03,weekly,0.10000000000000002,0.10000000000000002,0.10000000000000002,0.10000000000000002,0.35,0.35,0.10000000000000002,0.10000000000000002,0.35,0.35,0,1.0,1.0
2025-09-04,weekly,0.10000000000000002,0.10000000000000002,0.10000000000000002,0.10000000000000002,0.35,0.35,0.10000000000000002,0.10000000000000002,0.35,0.35,0,1.0,1.0
2025-09-05,weekly,0.10000000000000002,0.10000000000000002,0.10000000000000002,0.10000000000000002,0.35,0.35,0.10000000000000002,0.10000000000000002,0.35,0.35,0,1.0,1.0
2025-09-08,weekly,0.10000000000000002,0.10000000000000002,0.10000000000000002,0.10000000000000002,0.35,0.35,0.10000000000000002,0.10000000000000002,0.35,0.35,1,1.0,1.0
2025-09-09,weekly,0.10000000000000002,0.10000000000000002,0.10000000000000002,0.10000000000000002,0.35,0.35,0.10000000000000002,0.10000000000000002,0.35,0.35,0,1.0,1.0
2025-09-10,weekly,0.10000000000000002,0.10000000000000002,0.10000000000000002,0.10000000000000002,0.35,0.35,0.10000000000000002,0.10000000000000002,0.35,0.35,0,1.0,1.0
2025-09-11,weekly,0.10000000000000002,0.10000000000000002,0.10000000000000002,0.10000000000000002,0.35,0.35,0.10000000000000002,0.10000000000000002,0.35,0.35,0,1.0,1.0
2025-09-12,weekly,0.10000000000000002,0.10000000000000002,0.10000000000000002,0.10000000000000002,0.35,0.35,0.10000000000000002,0.10000000000000002,0.35,0.35,0,1.0,1.0
2025-09-15,weekly,0.10000000000000002,0.10000000000000002,0.10000000000000002,0.10000000000000002,0.35,0.35,0.10000000000000002,0.10000000000000002,0.35,0.35,1,1.0,1.0
2025-09-16,weekly,0.10000000000000002,0.10000000000000002,0.10000000000000002,0.10000000000000002,0.35,0.35,0.10000000000000002,0.10000000000000002,0.35,0.35,0,1.0,1.0
2025-09-17,weekly,0.10000000000000002,0.10000000000000002,0.10000000000000002,0.10000000000000002,0.35,0.35,0.10000000000000002,0.10000000000000002,0.35,0.35,0,1.0,1.0
2025-09-18,weekly,0.10000000000000002,0.10000000000000002,0.10000000000000002,0.10000000000000002,0.35,0.35,0.10000000000000002,0.10000000000000002,0.35,0.35,0,1.0,1.0
